BLR - Categorization,Options,Builder / Developer,Building Name,Building Address / Location,Building Structure,Total Building Size [In Sq. Ft.],Available  Floors,Available - Area in Sft,Condition,Timeline
Others,,Vaishnavi Group,Vaishnavi BVS Senate,"Bannergatta Road, Bangalore",B + G + 10,"5,00,000 Sft",,,,
CBD,,Vaswani Group,Vaswani Centropolis,"No 12 Langford road, Langford town, Bengaluru",,,5F,"20,236 Sft",Fully Furnished,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",GF,"19,336 Sft",Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",First Floor,"20,024 Sft",Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",Second Floor,"20,512 Sft",Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",Third Floor (North Wing),"5,842 Sft",Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",Third Floor (South Wing),"5,866 Sft",Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",Third Floor Exclusive Terrace (North Wing),694 Sft,Warm Shell,Immediate
E-City,,Velankani Tech Park,Block 2,"43, Electronics City Phase-1, Hosur Road, Bangalore",Ground + 3 Floors,"72,957 Sft",Third Floor Exclusive Terrace (South Wing),683 Sft,Warm Shell,Immediate
E-City,,Velankani Tech Park,New Tower Building,"43, Electronics City Phase-1, Hosur Road, Bengaluru",2 Basements + Ground + Mezzanine + 20 Floors,"15,50,000 Sft",Typical Floor (2nd to 20th),"80,715 Sft",Warm Shell,Q1 2027
E-City,,Velankani Tech Park,New Tower Building,"43, Electronics City Phase-1, Hosur Road, Bengaluru",2 Basements + Ground + Mezzanine + 20 Floors,"15,50,000 Sft",Balance Floors,"14,69,285 Sft",-,Occupied
